,Splate,Species,QG number,Fly-affected?,New York Notes,Cplate,CollectionDate,Latitude,Longitude,Altitude,SubstrateClass,SubstrateNotes,OnGround,ForestType,SubstrateTemp,AmbientTemp,Humidity,SampleNotes,PlateNotes,SplateDate,SplatePicker,SplateFounders,SplateMatingType,Sokehs Ridge Experiment,Don't touch - automated for pivot table
1114,C-0544C,Csp384B,4916,0,,C-0544,2023-12-06 04:05:17 UTC,6.8702503,158.18197,460.998195,Rotting_nut/pod/seed/fruit,Fagraea berteroana - Pwhur at 1581ft,yes,Rainforest,21.1,23.8,99.9,,"~100 worms, most or all Caeno, male and h/f, mostly young, a few sickly adults",2023-12-07 11:03:40 UTC,mrockman@nyu.edu,1 adult herm/female + 1 L4 or adult male,,,assigned
984,C-0454C,Csp384B,4917,0,,C-0454,2023-12-13 01:28:59 UTC,6.91896328,158.262426,605.135237,Rotting_nut/pod/seed/fruit,Kotop,yes,Cloudforest,23.4,25.9,99.9,,10s of worms. Fewer than 50. Adult male and plugged female/herm caenorhabditis. 12/14,2023-12-14 11:25:27 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,male/female,,assigned
995,C-0465D,Csp384B,4918,0,,C-0465,2023-12-13 01:32:10 UTC,6.91883669,158.262458,605.024264,Rotting_nut/pod/seed/fruit,Kotop collection,yes,Cloudforest,23.4,25.6,99.9,,100s of worms. Adult male and plugged female/hermaphrodite Caenorhabditis present. 12/14,2023-12-14 11:47:58 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,male/female,,assigned
51,C-0017J,Csp384B,4919,0,,C-0017,2023-12-08 03:28:38 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR2R8,yes,Rainforest,24.2,24.2,NA,50,,2023-12-10 05:00:36 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,assigned
63,C-0020E,Csp384B,4920,0,,C-0020,2023-12-08 01:18:19 UTC,6.85640412,158.223173,659.983178,Rotting_nut/pod/seed/fruit,Pwohr,yes,Cloudforest,21,23,NA,,"~100 worms, Caeno L2 to L4, look like all herms but too early to tell, 12/9. 12/10: there are males too. Tuc picked 5 L4s, I added 2 mated adults. 
 12/11, plates A-E were female; one male added to each.",2023-12-10 00:46:02 UTC,tuc.nguyen@nyu.edu,1 adult herm/female + 1 L4 or adult male,male/female,,assigned
905,C-0415A,Csp384B,4921,1,,C-0415,2023-12-06 03:49:39 UTC,6.8705988,158.181956,496.101461,Rotting_nut/pod/seed/fruit,Pwehr,yes,Rainforest,20.7,NA,NA,,"~15 Caeno juveniles. A did not make offspring, adding males.",2023-12-07 10:52:57 UTC,mrockman@nyu.edu,1 L4 herm/female,,,assigned
130,C-0053G,Csp384B,4922,0,,C-0053,2023-12-09 11:00:20 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1A5,yes,Disturbed forest,23.1,23.1,NA,100-500,,2023-12-10 06:49:30 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,assigned
131,C-0053H,Csp384B,4923,0,,C-0053,2023-12-09 11:00:20 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1A5,yes,Disturbed forest,23.1,23.1,NA,100-500,,2023-12-10 06:49:36 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,assigned
118,C-0050E,C. briggsae,4924,0,,C-0050,2023-12-09 11:57:32 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR3D3,yes,Disturbed forest,24.1,24.1,NA,100-500,,2023-12-10 05:23:10 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,assigned
61,C-0020C,Csp384B,4925,0,,C-0020,2023-12-08 01:18:19 UTC,6.85640412,158.223173,659.983178,Rotting_nut/pod/seed/fruit,Pwohr,yes,Cloudforest,21,23,NA,,"~100 worms, Caeno L2 to L4, look like all herms but too early to tell, 12/9. 12/10: there are males too. Tuc picked 5 L4s, I added 2 mated adults. 
 12/11, plates A-E were female; one male added to each.",2023-12-10 00:45:41 UTC,tuc.nguyen@nyu.edu,1 adult herm/female + 1 L4 or adult male,male/female,,assigned
123,C-0050J,Csp384B,4926,0,,C-0050,2023-12-09 11:57:32 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR3D3,yes,Disturbed forest,24.1,24.1,NA,100-500,,2023-12-10 05:23:36 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,assigned
95,C-0037A,Csp384B,4927,0,,C-0037,2023-12-08 03:26:08 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR2R4,yes,Rainforest,24.2,24.2,NA,7,"Lots of young worms. Probably offspring of the fertilized females/hermaphrodites. Grabbed 4 adults (one immobile), one young female/herm + 1 male. Plate C was two males, added a female from original plate but it might be a sib",2023-12-10 04:25:14 UTC,tuc.nguyen@nyu.edu,1 adult herm/female,,Yes,assigned
49,C-0017H,Csp384B,4928,0,,C-0017,2023-12-08 03:28:38 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR2R8,yes,Rainforest,24.2,24.2,NA,50,,2023-12-10 05:00:24 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,assigned
750,C-0331A,Csp384B,4929,0,,C-0331,2023-12-09 10:26:25 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1A1,yes,Rainforest,23.1,23.1,NA,9,"One plugged adult female/herm. One adult male. There are other species on the plate (spiral mating). Picked the male with the other female/herm worm (most likely not caenorhabditis). the remaining worms are too young to tell. 
 Tuc 6:50PM 12/10",2023-12-10 07:50:41 UTC,tuc.nguyen@nyu.edu,1 adult herm/female,,Yes,assigned
711,C-0308A,Csp384B,4930,1,,,,,,,,,,,,,,,,,,,,,assigned
1319,C-0852I,Csp384B,4931,0,,C-0852,2023-12-08 04:14:01 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR3R9,yes,Rainforest,24.1,24.1,NA,10-50,"One insect larva. Some plugged adults, a bunch are younger. Check tomorrow for unmated females. A B C and I were unmated, added males that are likely related
 12/13 plate B was lost",2023-12-09 22:33:21 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,assigned
132,C-0053I,Csp384B,4932,0,,C-0053,2023-12-09 11:00:20 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1A5,yes,Disturbed forest,23.1,23.1,NA,100-500,,2023-12-10 06:49:42 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,assigned
1,C-0001A,Csp384B,4933,0,,C-0001,2023-12-09 12:05:30 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR3E5,yes,Disturbed forest,24.1,24.1,NA,7,,2023-12-10 04:41:38 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,assigned
6,C-0002A,Csp384B,4934,0,,C-0002,2023-12-08 04:20:18 UTC,6.84881874,158.214687,515.932752,Rotting_nut/pod/seed/fruit,Clinostigma ponapensis - Kotopw pile,yes,Rainforest,22.7,22.9,99.93,,"More than one species. Males observed, many young larvaes 12/09. 12/10: good looking C males, just a few, but no f/h yet.
 12/11, now there are several mated females/herms. Singled five, of maybe seven total.",2023-12-11 08:32:35 UTC,mrockman@nyu.edu,1 adult herm/female,unknown,,assigned
107,C-0045A,Csp384B,4935,0,,C-0045,2023-12-08 04:18:00 UTC,6.84880696,158.214655,524.828147,Rotting_nut/pod/seed/fruit,Clinostigma ponapensis - Kotopw pile,yes,Rainforest,22.7,23,99.9,,"10s of worms, several spp, no obvious C, 12/9.
 
 1 adult hermaphrodite? No apparent sperm plug but the worm already laid embryos.
 
 1 adult fem/herm, clear sperm plug. 
 
 Isolated one adult male for future test. 1:53PM 12/10",2023-12-10 02:53:24 UTC,tuc.nguyen@nyu.edu,1 adult herm/female,,,assigned
87,C-0033C,Csp384B,4936,0,"very few cross F1s, many dead embryos",C-0033,2023-12-08 03:27:20 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR2R6,yes,Rainforest,24.2,24.2,NA,10-50,"DJ were oscheius, tossed",2023-12-10 05:36:06 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,assigned
96,C-0037B,Csp384B,4937,0,,C-0037,2023-12-08 03:26:08 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR2R4,yes,Rainforest,24.2,24.2,NA,7,"Lots of young worms. Probably offspring of the fertilized females/hermaphrodites. Grabbed 4 adults (one immobile), one young female/herm + 1 male. Plate C was two males, added a female from original plate but it might be a sib",2023-12-10 04:25:23 UTC,tuc.nguyen@nyu.edu,1 adult herm/female,,Yes,assigned
1113,C-0544B,Csp384B,4938,0,,C-0544,2023-12-06 04:05:17 UTC,6.8702503,158.18197,460.998195,Rotting_nut/pod/seed/fruit,Fagraea berteroana - Pwhur at 1581ft,yes,Rainforest,21.1,23.8,99.9,,"~100 worms, most or all Caeno, male and h/f, mostly young, a few sickly adults",2023-12-07 11:03:33 UTC,mrockman@nyu.edu,1 adult herm/female,,,assigned
314,C-0126F,Csp384B,4939,0,,C-0126,2023-12-09 11:21:25 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR2D2,yes,Disturbed forest,24.2,24.2,NA,100,,2023-12-10 09:33:50 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
324,C-0127F,Csp384B,4940,0,,C-0127,2023-12-09 11:25:53 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR2E4,yes,Disturbed forest,24.2,24.2,NA,100-500,,2023-12-10 09:20:10 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
172,C-0085B,Csp384B,4941,0,,C-0085,2023-12-09 10:56:55 UTC,6.966595,158.190743,248.510231,Vegetal_litter/mix,SR1E5LL,yes,Disturbed forest,23.1,23.1,NA,10-50,,2023-12-10 07:26:10 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,assigned
315,C-0126G,Csp384B,4942,0,,C-0126,2023-12-09 11:21:25 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR2D2,yes,Disturbed forest,24.2,24.2,NA,100,,2023-12-10 09:33:54 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
290,C-0122B,Csp384B,4943,0,,C-0122,2023-12-09 11:06:32 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR2A3,yes,Disturbed forest,24.2,24.2,NA,100-500,Beetle larvae. Lots of worms several species. Found some C adults and L4s on 12/12.,2023-12-12 05:57:16 UTC,mrockman@nyu.edu,1 L4 herm/female + 1 L4 male,,Yes,assigned
274,C-0119F,C. briggsae,4944,0,,C-0119,2023-12-11 21:39:11 UTC,6.91958506,158.271154,186.797095,Rotting_nut/pod/seed/fruit,Breadfruit,yes,Agroforest,27.8,29.2,89.4,,"Almost all Caenorhabditis. No obvious males. All adult hermaphrodites, lots of worms including tons of larvae. 
 E is not Caeno, discarded.",2023-12-13 09:50:20 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,,,assigned
210,C-0095B,Csp384B,4945,0,,C-0095,2023-12-11 03:12:12 UTC,6.84380366,158.332828,8.37719727,Rotting_flower,Banana flower,yes,Rainforest,27.5,32.2,75.3,,"Hundreds of worms, several species, 12/12 afternoon. Picked two very young adults and two L4s; need to track whether they need males. Plenty of younger larvae still on the plate.
 12/14: A and B are female, single male added to each. C and D have m and f progeny already.",2023-12-12 03:48:07 UTC,mrockman@nyu.edu,1 adult herm/female + 1 L4 or adult male,,,assigned
295,C-0122G,Csp384B,4946,0,,C-0122,2023-12-09 11:06:32 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR2A3,yes,Disturbed forest,24.2,24.2,NA,100-500,Beetle larvae. Lots of worms several species. Found some C adults and L4s on 12/12.,2023-12-12 05:59:07 UTC,mrockman@nyu.edu,1 adult herm/female,,Yes,assigned
270,C-0119A,C. briggsae,4947,0,,C-0119,2023-12-11 21:39:11 UTC,6.91958506,158.271154,186.797095,Rotting_nut/pod/seed/fruit,Breadfruit,yes,Agroforest,27.8,29.2,89.4,,"Almost all Caenorhabditis. No obvious males. All adult hermaphrodites, lots of worms including tons of larvae. 
 E is not Caeno, discarded.",2023-12-12 11:47:01 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,hermaphroditic,,assigned
292,C-0122D,Csp384B,4948,0,,C-0122,2023-12-09 11:06:32 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR2A3,yes,Disturbed forest,24.2,24.2,NA,100-500,Beetle larvae. Lots of worms several species. Found some C adults and L4s on 12/12.,2023-12-12 05:58:00 UTC,mrockman@nyu.edu,1 L4 herm/female + 1 L4 male,,Yes,assigned
279,C-0120E,Csp578D,4949,0,,C-0120,2023-12-11 22:26:39 UTC,6.91898464,158.270795,190.080463,Rotting_flower,Hibicus,yes,Agroforest,30.1,NA,NA,,"Lots of adults. No L1s or L2s. Caenorhabditis males, and plugged herm/fem. Already laid embryos? 12/12
 12/13 all female.
  12/14, added male to B; I guess I added males to all yesterday? The others have embryos and larvae already.ah yes, there they are. The one on E has been pony eyed to death. Oomymete not pony.",2023-12-12 11:38:42 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,male/female,,assigned
17,C-0005F,Csp384B,4950,0,,C-0005,2023-12-09 11:06:55 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR2A2,yes,Disturbed forest,24.2,24.2,NA,10,"Lost worm from A. EIJD all had males added two days later, which are all likely related. AEI were lost — females never mated. Taking home to ID via PCR",2023-12-10 04:35:09 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,assigned
144,C-0057F,Csp384B,4951,0,,C-0057,2023-12-09 10:54:18 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1E5,yes,Disturbed forest,23.1,23.1,NA,1000,,2023-12-11 12:38:02 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
286,C-0121G,C. briggsae,4952,0,,C-0121,2023-12-09 11:59:04 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR3B4,yes,Disturbed forest,24.1,24.1,NA,10-50,"More than two species??. Worms mainly cluster in the op-50 lawn. Males don’t seem to mate with the majority of the worms. 2 plugged fem/herms. Could only found one when picking (D)
 A doesn’t have plug. Could be herm adult
 B have plug. 
 E,F,G,H L4s herm/fem
 I adult non plugged young adult?
 
 Tuc 12/10
 
 A didn’t reproduce, so I added a male. G crawled to the side and died so I added a new male and h/f Sophie 12/11",2023-12-10 11:03:40 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,male/female,Yes,assigned
284,C-0121E,C. briggsae,4953,0,,C-0121,2023-12-09 11:59:04 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR3B4,yes,Disturbed forest,24.1,24.1,NA,10-50,"More than two species??. Worms mainly cluster in the op-50 lawn. Males don’t seem to mate with the majority of the worms. 2 plugged fem/herms. Could only found one when picking (D)
 A doesn’t have plug. Could be herm adult
 B have plug. 
 E,F,G,H L4s herm/fem
 I adult non plugged young adult?
 
 Tuc 12/10
 
 A didn’t reproduce, so I added a male. G crawled to the side and died so I added a new male and h/f Sophie 12/11",2023-12-10 11:03:26 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,hermaphroditic,Yes,assigned
271,C-0119B,C. briggsae,4954,0,,C-0119,2023-12-11 21:39:11 UTC,6.91958506,158.271154,186.797095,Rotting_nut/pod/seed/fruit,Breadfruit,yes,Agroforest,27.8,29.2,89.4,,"Almost all Caenorhabditis. No obvious males. All adult hermaphrodites, lots of worms including tons of larvae. 
 E is not Caeno, discarded.",2023-12-12 11:47:06 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,hermaphroditic,,assigned
204,C-0093F,Csp384B,4955,0,,C-0093,2023-12-09 12:03:37 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR3B5,yes,Disturbed forest,24.1,24.1,NA,100-500,,2023-12-10 08:00:01 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,assigned
285,C-0121F,C. briggsae,4956,0,,C-0121,2023-12-09 11:59:04 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR3B4,yes,Disturbed forest,24.1,24.1,NA,10-50,"More than two species??. Worms mainly cluster in the op-50 lawn. Males don’t seem to mate with the majority of the worms. 2 plugged fem/herms. Could only found one when picking (D)
 A doesn’t have plug. Could be herm adult
 B have plug. 
 E,F,G,H L4s herm/fem
 I adult non plugged young adult?
 
 Tuc 12/10
 
 A didn’t reproduce, so I added a male. G crawled to the side and died so I added a new male and h/f Sophie 12/11",2023-12-10 11:03:34 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,hermaphroditic,Yes,assigned
297,C-0122I,Csp384B,4957,0,,C-0122,2023-12-09 11:06:32 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR2A3,yes,Disturbed forest,24.2,24.2,NA,100-500,Beetle larvae. Lots of worms several species. Found some C adults and L4s on 12/12.,2023-12-12 05:59:46 UTC,mrockman@nyu.edu,1 adult herm/female,,Yes,assigned
73,C-0021H,Csp384B,4958,0,,C-0021,2023-12-08 03:28:02 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR2R7,yes,Rainforest,24.2,24.2,NA,50,,2023-12-10 05:51:41 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,assigned
628,C-0239B,Csp384B,4959,0,,C-0239,2023-12-08 03:08:16 UTC,6.85652392,158.215156,666.397991,Rotting_nut/pod/seed/fruit,Wih,yes,Cloudforest,23,23,NA,,"More than one species. Male and larvae herm/female 12/09. A was an unmated female. The C plate contained only one other C f/h and one male, which was mating it. I picked that f/h to be B, and added the one male to plate A, 12/10. 
 12/14, both plates good.",2023-12-10 04:47:56 UTC,mrockman@nyu.edu,1 adult herm/female,,,assigned
3,C-0001C,Csp384B,4960,0,"slow cross, some deformed larvae",C-0001,2023-12-09 12:05:30 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR3E5,yes,Disturbed forest,24.1,24.1,NA,7,,2023-12-10 04:41:49 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,assigned
317,C-0126I,Csp384B,4961,0,,C-0126,2023-12-09 11:21:25 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR2D2,yes,Disturbed forest,24.2,24.2,NA,100,,2023-12-10 09:34:01 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
316,C-0126H,Csp384B,4962,0,,C-0126,2023-12-09 11:21:25 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR2D2,yes,Disturbed forest,24.2,24.2,NA,100,,2023-12-10 09:33:57 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
334,C-0129F,Csp384B,4963,0,,C-0129,2023-12-09 11:10:26 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR2A5,yes,Disturbed forest,24.2,24.2,NA,10-50,,2023-12-10 09:09:03 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
328,C-0127J,Csp384B,4964,0,,C-0127,2023-12-09 11:25:53 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR2E4,yes,Disturbed forest,24.2,24.2,NA,100-500,,2023-12-10 09:20:24 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
321,C-0127C,Csp384B,4965,0,,C-0127,2023-12-09 11:25:53 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR2E4,yes,Disturbed forest,24.2,24.2,NA,100-500,,2023-12-10 09:19:59 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
273,C-0119D,C. briggsae,4966,0,,C-0119,2023-12-11 21:39:11 UTC,6.91958506,158.271154,186.797095,Rotting_nut/pod/seed/fruit,Breadfruit,yes,Agroforest,27.8,29.2,89.4,,"Almost all Caenorhabditis. No obvious males. All adult hermaphrodites, lots of worms including tons of larvae. 
 E is not Caeno, discarded.",2023-12-12 11:47:19 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,hermaphroditic,,assigned
310,C-0126B,Csp384B,4967,0,,C-0126,2023-12-09 11:21:25 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR2D2,yes,Disturbed forest,24.2,24.2,NA,100,,2023-12-10 09:33:36 UTC,sophia.tintori@nyu.edu,1 L4 herm/female + 1 L4 male,,Yes,assigned
288,C-0121I,C. briggsae,4968,0,,C-0121,2023-12-09 11:59:04 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR3B4,yes,Disturbed forest,24.1,24.1,NA,10-50,"More than two species??. Worms mainly cluster in the op-50 lawn. Males don’t seem to mate with the majority of the worms. 2 plugged fem/herms. Could only found one when picking (D)
 A doesn’t have plug. Could be herm adult
 B have plug. 
 E,F,G,H L4s herm/fem
 I adult non plugged young adult?
 
 Tuc 12/10
 
 A didn’t reproduce, so I added a male. G crawled to the side and died so I added a new male and h/f Sophie 12/11",2023-12-10 11:03:56 UTC,tuc.nguyen@nyu.edu,1 adult herm/female,,Yes,assigned
1250,C-0619D,Csp384B,4969,1,,C-0619,2023-12-06 02:10:17 UTC,6.86321371,158.176534,253.323303,Rotting_flower,Breadfruit,yes,Agroforest,23.8,25.9,99.9,,"Tons of worms. Caenorhabdiditis included. B and D did not reproduce overnight, adding males",2023-12-07 10:29:39 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,,,assigned
169,C-0082A,Csp384B,4970,0,some cross Emb,C-0082,2023-12-09 11:41:08 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR3A2,yes,Disturbed forest,24.1,24.1,NA,6,"Tons of embryos laid. 1 Plugged fem/herm. 1 young adult fem/herm. No males seen. 
 Tuc 4:46 PM 12:10. 12/12 added a male to plate B, 12/12 it’s now clear that plate B is actually oscheius, so I tossed it. ST.",2023-12-10 05:46:52 UTC,tuc.nguyen@nyu.edu,1 adult herm/female,,Yes,assigned
419,C-0141D,Csp384B,4971,0,"retested 1/6, few F1s and they look weird",C-0141,2023-12-09 11:12:27 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR2B4,yes,Disturbed forest,24.2,24.2,NA,10-50,,2023-12-10 10:21:56 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
277,C-0120C,Csp578D,4972,0,,C-0120,2023-12-11 22:26:39 UTC,6.91898464,158.270795,190.080463,Rotting_flower,Hibicus,yes,Agroforest,30.1,NA,NA,,"Lots of adults. No L1s or L2s. Caenorhabditis males, and plugged herm/fem. Already laid embryos? 12/12
 12/13 all female.
  12/14, added male to B; I guess I added males to all yesterday? The others have embryos and larvae already.ah yes, there they are. The one on E has been pony eyed to death. Oomymete not pony.",2023-12-12 11:38:31 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,male/female,,assigned
276,C-0120B,Csp578D,4973,0,,C-0120,2023-12-11 22:26:39 UTC,6.91898464,158.270795,190.080463,Rotting_flower,Hibicus,yes,Agroforest,30.1,NA,NA,,"Lots of adults. No L1s or L2s. Caenorhabditis males, and plugged herm/fem. Already laid embryos? 12/12
 12/13 all female.
  12/14, added male to B; I guess I added males to all yesterday? The others have embryos and larvae already.ah yes, there they are. The one on E has been pony eyed to death. Oomymete not pony.",2023-12-12 11:38:24 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,male/female,,assigned
